first_name,last_name,email,Пароль,phone_number,address,position,department,start_date,salary
Болеслав,Захаренко,fbalaban@gmail.com,T8u0RWmIMA,+380 50 148-64-37,хутір Батурин,HR,IT,07.05.2020,49806
Алла,Саєнко,ydotsenko@ukr.net,OPk874sjYg,+380 93 691-34-75,хутір Моршин,Розробник,Продажі,21.08.2024,23876
Олесь,Гавришкевич,balabanadam@outlook.com,VTbh3uO6fm,+380 73 966-61-23,село Охтирка,Розробник,HR,27.01.2022,26973
Софія,Хоменко,alina53@ukr.net,wiTd9YdDfJ,+380 67 341-74-23,хутір Новий Розділ,Розробник,IT,27.07.2021,31641
Єфрем,Дзюба,uandriichuk@yahoo.com,LtYkdeRvfM,+380 96 101-12-37,село Люботин,HR,Розробка,12.10.2020,21345
Ігор,Рябченко,mykhailiukamaliia@i.ua,ov3QeVUfd2,+380 96 942-64-50,хутір Сокиряни,Менеджер,HR,13.08.2022,44549
Мілена,Єременко,dlytvyn@meta.ua,iXCdIDed09,+380 73 524-67-48,селище Кам'янець-Подільський,HR,Продажі,08.12.2020,44981
Ярослав,Дзиндра,batiukoles@ukr.net,1qt0MBvWrc,+380 93 616-01-24,село Кременець,Аналітик,Фінанси,18.02.2024,23492
Федір,Мамчур,klavdiia84@mail.ua,0s7WcARwPe,+380 93 767-02-84,село Бобринець,Аналітик,Розробка,08.05.2020,44718
Хома,Яценко,handrusenko@meta.ua,hYN9z!n9AC,+380 97 698-50-26,село Карлівка,Дизайнер,Фінанси,08.10.2022,30444
Левко,Дутка,orlykomelian@ukr.net,38Elmerz!y,+380 67 943-83-16,село Перещепине,HR,Фінанси,19.09.2024,32742
Азар,Опанасенко,tychynahryhorii@yahoo.com,DK7BkDukjf,+380 93 322-35-38,селище Євпаторія,HR,Маркетинг,19.03.2024,25667
Прохір,Дробаха,huziiostap@i.ua,d)zTOVldBA,+380 97 538-77-03,хутір Білогірськ,Аналітик,Розробка,04.01.2022,21190
Хома,Ващенко,gkonoplia@meta.ua,yTAArzXLqP,+380 99 522-90-95,село Середина-Буда,Тестувальник,Продажі,31.01.2024,19166
Єлисавета,Гайворонська,albert33@meta.ua,mlkhreoRQO,+380 67 557-17-44,місто Ківерці,Дизайнер,Продажі,13.02.2022,31177
Амалія,Фаренюк,matviienkomyron@yahoo.com,YpMbE5QIYX,+380 73 510-46-86,село Новоград-Волинський,Розробник,Розробка,12.03.2021,44076
Яків,Козак,albina61@ukr.net,FiiQwiz2p4,+380 50 675-65-66,місто Чорноморськ,Аналітик,HR,10.03.2022,33389
Петро,Талан,zmamchur@outlook.com,KHmvjm6l$c,+380 50 110-94-85,село Бучач,Дизайнер,Маркетинг,02.02.2020,33969
Назар,Кальченко,galaganhordii@outlook.com,6LuaCJCw03,+380 97 672-36-83,хутір Херсон,Розробник,HR,13.07.2020,23302
Хома,Даньків,ihor81@gmail.com,gYRmdaPQbR,+380 98 891-28-44,селище Тиврів,Менеджер,Продажі,02.02.2020,44461
Ігор,Величко,veniiamyndeineko@ukr.net,QsD4PoZbIw,+380 67 328-13-84,місто Біляївка,Менеджер,Маркетинг,02.02.2024,26556
Валентин,Дейнека,iefrem45@outlook.com,PMNk2MWRok,+380 67 580-58-85,село Тараща,Менеджер,Продажі,27.07.2024,41565
Оксана,Зубко,apoltavets@i.ua,2MvPoKUE7u,+380 93 621-23-53,селище Чоп,Тестувальник,Розробка,12.11.2023,49810
Ігнат,Даньків,tetianakolodub@gmail.com,jeIE6pbC8v,+380 73 128-33-73,місто Золочів,Тестувальник,Маркетинг,04.02.2022,21930
Спас,Левченко,rostyslav58@meta.ua,7MxlLsqBuN,+380 66 880-49-53,село Петрово-Красносілля,Розробник,Розробка,28.01.2020,41518
Микита,Романчук,hvatamaniuk@ukr.net,N^GZy^7UBe,+380 99 296-68-64,село Очаків,Розробник,IT,02.01.2021,33127
Алевтин,Непорожній,panas40@outlook.com,0BGEKMK5Md,+380 96 565-37-70,місто Ічня,Розробник,HR,25.04.2023,37195
Алла,Харченко,venedykt68@ukr.net,kNQlnJpcLy,+380 97 560-83-32,селище Макіївка,Дизайнер,Розробка,27.09.2021,27806
Пантелеймон,Данько,abramenkosnizhana@mail.ua,KJyIDhRu6a,+380 99 867-59-05,хутір Жданівка,Дизайнер,IT,01.12.2020,18615
Вадим,Дуплій,sviatoslavkhmara@outlook.com,SPRUwNnA2q,+380 97 244-69-98,селище Кіцмань,Тестувальник,HR,03.04.2024,45205
Яків,Данчук,ihor89@ukr.net,kNfyXE1zqG,+380 73 216-08-01,селище Бурштин,HR,Фінанси,31.03.2022,44190
Панас,Рябченко,ekorbut@meta.ua,nmKsDIvGCo,+380 96 216-25-76,місто Довжанськ,HR,Розробка,11.10.2022,49003
Олесь,Орлик,sheremetzorian@outlook.com,JLEq0qHkKH,+380 98 837-85-53,селище Бровари,Менеджер,Маркетинг,15.09.2024,23458
Аліна,Лисенко,hlaba@i.ua,N8aywBsh7l,+380 96 153-63-76,хутір Перещепине,Розробник,IT,13.02.2021,35683
Григорій,Адамчук,martadeineka@yahoo.com,nYUtHp7k1m,+380 93 108-61-45,селище Курахове,Менеджер,HR,05.12.2019,20186
Дмитро,Рябовіл,pfranko@gmail.com,abNMBek8GN,+380 97 172-15-03,місто Щастя,HR,HR,01.03.2022,21728
Демʼян,Бабенко,andriienkohlib@gmail.com,Hxp2ijeFvH,+380 50 254-38-48,хутір Боярка,Тестувальник,IT,07.07.2022,28106
Феофан,Єресько,bohuslav24@yahoo.com,uhX9zT7IJx,+380 97 517-34-58,селище Миронівка,Менеджер,HR,05.11.2024,22902
Трохим,Панчук,ushmorhun@i.ua,cWA0ltzTuc,+380 99 412-01-33,місто Кам'янець-Подільський,HR,HR,30.08.2022,29341
Світлана,Кармалюк,zhurbamariia@outlook.com,zyNd3fs9J1,+380 66 939-67-51,хутір Суми,Тестувальник,Продажі,15.06.2023,22083
Анастасія,Гаврилюк,samoilenkoherman@gmail.com,F6ONPDH3ia,+380 99 211-21-10,селище Збараж,HR,Маркетинг,16.05.2021,28830
Ярема,Юрченко,hryhorii32@mail.ua,OLuKhiQh3D,+380 98 674-21-89,селище Косів,Дизайнер,Фінанси,25.03.2024,30222
Мирон,Петренко,huzenkobohuslava@outlook.com,DuizzcL2Na,+380 99 245-15-06,хутір Коростень,Аналітик,HR,14.05.2024,15079
Богуслава,Дерегус,varfolomii03@ukr.net,ZWeq1deNPu,+380 93 434-55-59,хутір Перещепине,Дизайнер,Маркетинг,06.04.2024,23164
Ірина,Дутка,habramenko@ukr.net,dluKH9gtFV,+380 66 318-74-12,місто Бібрка,HR,Маркетинг,25.01.2022,17109
Нестор,Гунько,rostyslavromanchuk@i.ua,uHOAF644wy,+380 93 822-65-13,місто Яготин,Аналітик,Продажі,10.10.2020,39772
Адам,Штепа,terezasych@i.ua,VCAmI4ekqo,+380 66 776-51-64,селище Красногорівка,Тестувальник,IT,31.08.2021,19926
Едуард,Сомко,heorhii48@i.ua,s^33D3zse9,+380 93 461-74-07,хутір Миргород,Розробник,Розробка,30.12.2021,36336
Лесь,Гунько,solomonriabets@outlook.com,CxqkI20GOS,+380 96 978-75-35,хутір Алушта,HR,Розробка,06.08.2021,45501
Ігор,Демʼяненко,daryna36@mail.ua,c0bvQKddFP,+380 96 380-84-85,село Ромни,Менеджер,Фінанси,30.05.2023,20496
Ігор,Пушкар,nazar42@mail.ua,tLs4ca4DUa,+380 99 761-26-36,хутір Кипуче,Аналітик,Фінанси,29.08.2020,44722
Веніямин,Артеменко,oleschaban@i.ua,1vMbZdPgNr,+380 93 312-55-14,селище Сіверськодонецьк,Тестувальник,Маркетинг,31.10.2024,25961
Леопольд,Данькевич,nvitruk@outlook.com,uU3UKkyFyL,+380 67 160-81-06,хутір Чигирин,Аналітик,Продажі,19.01.2023,40087
Нестор,Забіла,udankevych@gmail.com,EODZifDzF8,+380 73 270-63-78,село Яготин,Дизайнер,Маркетинг,30.04.2024,18166
Дмитро,Хмара,teodor75@outlook.com,4wKXmX0X2w,+380 93 342-48-48,місто Кипуче,Тестувальник,Маркетинг,04.08.2023,15669
Богуслав,Примаченко,chornovilomelian@outlook.com,ekwM0y1YEG,+380 67 789-13-81,село Ніжин,Тестувальник,HR,09.12.2021,40903
Пріска,Ґжицька,fartymyshyn@i.ua,97feTI4sHu,+380 97 954-35-20,село Марганець,Тестувальник,Фінанси,18.02.2023,15566
Гліб,Чубай,uiushchenko@meta.ua,QfueqvJ493,+380 97 429-86-55,хутір Скалат,Тестувальник,Фінанси,07.01.2021,37895
Гаврило,Захаренко,jkhomenko@meta.ua,f9Ccvk!xn0,+380 66 489-86-08,село Корець,Тестувальник,IT,16.07.2024,21547
Мілена,Кащенко,rozaliiachalenko@gmail.com,8duE5ULYzz,+380 66 417-89-51,село Кодима,Розробник,HR,28.05.2023,24195
Сніжана,Дубина,cromanenko@i.ua,&h9gqlMXSQ,+380 66 290-11-34,село Маріуполь,Дизайнер,Маркетинг,12.08.2022,25653
Дарина,Артимович,viktorvatamaniuk@outlook.com,RczSjHlh9F,+380 50 843-56-35,село Кам'янське,Тестувальник,IT,07.07.2024,37031
Олександр,Бевз,mykolaishynkarenko@gmail.com,ARbYZssNHa,+380 93 503-12-88,місто Люботин,Менеджер,Продажі,11.07.2023,36280
Феофан,Зінкевич,fastenkoanita@yahoo.com,Ki77RDhXiR,+380 67 217-37-07,село Докучаєвськ,HR,IT,03.06.2022,18668
Спас,Данилюк,kreva@ukr.net,CKyfSU3N0X,+380 96 104-44-74,місто Болград,Тестувальник,Фінанси,18.06.2021,15776
Віра,Цушко,alinadanchenko@yahoo.com,TDabsGzpD5,+380 50 686-61-16,місто Щолкіне,Дизайнер,Фінанси,14.04.2023,32307
Едита,Вдовенко,iefrem92@outlook.com,cFRf2Fxh8x,+380 99 177-07-05,хутір Хотин,Розробник,Продажі,10.12.2021,43365
Костянтин,Дашенко,pavlenkookhrim@outlook.com,w7YiJOLBxI,+380 93 960-90-48,село Балта,Розробник,HR,27.06.2023,44690
Остап,Цимбалюк,stsymbaliuk@yahoo.com,sEq5lT7glq,+380 98 335-48-75,село Хуст,Тестувальник,Маркетинг,15.11.2023,20567
Прохір,Яценко,chubaiboleslav@gmail.com,KWtZBN0mGQ,+380 96 339-77-95,село Славутич,Дизайнер,Маркетинг,05.04.2023,19816
Варвара,Девдюк,spashuk@meta.ua,v52m1bGma5,+380 67 569-79-52,село Звенигородка,Аналітик,Маркетинг,13.03.2024,32933
Євген,Нестеренко,jkolesnychenko@outlook.com,V4zjqPGgwX,+380 66 443-85-36,хутір Дружківка,Тестувальник,Продажі,29.10.2022,31461
Антон,Єрьоменко,cbakumenko@mail.ua,vVE*BYvGEM,+380 73 934-82-28,місто Гребінка,HR,Розробка,01.08.2022,19150
Устим,Нестеренко,marusia63@mail.ua,DzYnSvexZ^,+380 95 357-66-19,село Новодністровськ,HR,HR,30.09.2023,19440
Дарина,Дубас,dashkevychiaroslava@gmail.com,Vp3KAmRpSk,+380 93 116-31-29,селище Біла Церква,Тестувальник,IT,16.03.2023,31391
Варвара,Гаврилець,zhuravelnataliia@yahoo.com,ZH2M2bNOTx,+380 67 154-11-33,хутір Біла Церква,Аналітик,IT,16.04.2022,49651
Тереза,Гаврилюк,varsenych@mail.ua,QPEvfYFhXj,+380 96 968-58-93,місто Моспине,Дизайнер,Фінанси,15.07.2022,25376
Зорян,Забарна,zakharenkohanna@outlook.com,xbASfmPmnb,+380 73 529-74-97,село Сокаль,Менеджер,HR,24.11.2020,49807
Альберт,Гаєвська,kovaliukvalerii@ukr.net,vRtvgQraiF,+380 66 788-37-97,село Новгород-Сіверський,Менеджер,HR,20.09.2021,28660
Соломія,Нестайко,panasdanyliuk@i.ua,HvFUuyELgy,+380 97 445-96-18,місто Знам'янка,Тестувальник,Маркетинг,19.02.2023,31134
Мартин,Павленко,tarashavriushenko@i.ua,2vQfb8mfrj,+380 95 939-54-32,хутір Львів,HR,Продажі,12.02.2020,41943
Олекса,Іваничук,frantstsybulenko@i.ua,LQPwpsEMcJ,+380 95 755-63-51,хутір Бахмач,Аналітик,Розробка,03.06.2020,41681
Одарка,Ванченко,mykhailyna51@ukr.net,r0A82vTiZB,+380 73 770-02-02,місто Берестин,Дизайнер,Маркетинг,22.09.2022,16760
Азар,Єсипенко,nestortychyna@i.ua,l5YwJROZ7V,+380 97 218-17-30,місто Косів,Розробник,Продажі,21.12.2021,19416
Марія,Карпенко,riabchenkotymofii@gmail.com,aa6bmNWNDZ,+380 50 774-98-73,селище Кропивницький,Розробник,Маркетинг,15.10.2021,17558
Василина,Ребрик,qmazur@i.ua,Tz3olh1YzC,+380 97 667-50-57,селище Балаклія,Аналітик,Маркетинг,27.08.2022,16869
Марина,Саєнко,liubovoliinyk@yahoo.com,LO1UjlDkQK,+380 93 528-62-88,місто Макіївка,HR,Маркетинг,11.12.2020,34140
Ліза,Ярош,myroslav04@meta.ua,mVhNY3w8ML,+380 50 100-10-07,місто Луганськ,Дизайнер,IT,13.11.2023,31096
Сніжана,Дашенко,iaremaorlyk@meta.ua,TZhbQN1wR9,+380 73 806-54-74,місто Хоростків,Менеджер,Маркетинг,12.06.2022,40648
Петро,Колесниченко,vovkstepan@ukr.net,MRan8f8iPW,+380 66 225-21-90,селище Білгород-Дністровський,HR,Продажі,20.06.2022,36195
Богуслав,Верес,wsheremet@yahoo.com,ZsaOOww9ZQ,+380 95 624-99-72,селище Курахове,Розробник,IT,05.10.2024,32814
Валерій,Штепа,iaremkovolodymyra@i.ua,cZguIe1lnR,+380 95 763-36-39,місто Ясинувата,Тестувальник,Маркетинг,20.07.2020,20288
Ірина,Зарудна,partiushenko@ukr.net,mu9(eWaU0f,+380 95 473-41-68,село Покров,Розробник,IT,07.12.2021,21578
Клавдія,Колесниченко,hupaloviktor@outlook.com,KiZrXjapEK,+380 50 353-50-15,місто Шаргород,HR,Фінанси,18.03.2021,34770
Олесь,Колодуб,varvara87@ukr.net,EUIv0KpM5n,+380 99 209-45-08,селище Вишгород,Дизайнер,IT,11.06.2022,36215
Феофан,Засядько,solomiia73@mail.ua,HESkBkw4sg,+380 50 303-13-16,село Великі Мости,Тестувальник,HR,22.03.2022,28426
Руслан,Гайдамака,saienkobohodar@mail.ua,HlUlSb1Vja,+380 67 454-01-99,селище Хотин,Менеджер,Продажі,23.02.2020,38458
Демʼян,Полтавець,leonid39@outlook.com,z2KzHf#fIk,+380 67 689-06-98,селище Ужгород,Дизайнер,Фінанси,06.11.2023,35774
Аврелій,Батіг,marusia18@mail.ua,WtOS6skxmO,+380 67 748-57-64,селище Новояворівськ,Розробник,HR,07.04.2022,32802
Ірина,Александренко,iaroslavashapoval@gmail.com,vtLx0RH2Au,+380 66 637-25-10,село Бердянськ,HR,Розробка,19.06.2023,38033
Людмила,Авраменко,levko53@ukr.net,JsvmaJrgbO,+380 50 713-80-01,селище Самбір,Дизайнер,IT,30.09.2021,26227
Одарка,Вітер,vdrozd@yahoo.com,3mPPhbYvhQ,+380 99 835-59-70,хутір Ланівці,HR,HR,18.12.2023,29209
Ірина,Скопенко,wkolodub@ukr.net,rXmoCYw6#h,+380 73 739-64-41,хутір Тячів,HR,Фінанси,05.06.2021,18288
Пантелеймон,Колодуб,adam53@gmail.com,FWJj4TS4EP,+380 96 450-06-01,село Білицьке,HR,Розробка,17.08.2023,49138
Віолетта,Артюшенко,lizaiashchuk@mail.ua,6obY#iMSsj,+380 99 107-95-43,місто Ізяслав,Аналітик,Розробка,21.01.2022,35486
Данна,Кабаненко,eprotsenko@outlook.com,mL8rZLGW1t,+380 50 595-44-11,хутір Берестин,Тестувальник,Продажі,22.11.2022,19456
Орися,Демиденко,vadym44@outlook.com,g4MnfJul06,+380 73 852-84-18,село Вилкове,Менеджер,Розробка,09.02.2024,20837
Ада,Гоголь-Яновський,allazhalilo@i.ua,lzgnBiNLQJ,+380 98 753-28-65,село Чорноморськ,Аналітик,Маркетинг,25.02.2021,18333
Дан,Деркач,iparasiuk@gmail.com,QlKO6F2ekV,+380 97 436-86-90,місто Нововолинськ,Менеджер,Розробка,14.04.2021,36009
Франц,Цісик,eduard72@i.ua,HIrzTjTXQm,+380 66 212-59-60,село Володимир-Волинський,Дизайнер,HR,28.09.2021,27747
Федір,Безбородько,jchumak@gmail.com,BKS0tZ45Zj,+380 93 665-17-95,місто Луцьк,Менеджер,Розробка,13.07.2023,46373
Веніямин,Токар,panastychyna@ukr.net,EXeGIJ7x7O,+380 67 114-42-85,місто Херсон,Аналітик,Продажі,20.07.2022,30619
Пилип,Ватаманюк,lukian47@ukr.net,wxeif0IBGm,+380 50 367-49-85,місто Балаклія,Дизайнер,Розробка,24.12.2019,40562
Захар,Семенченко,plukash@ukr.net,i)8j1d1kqR,+380 96 347-46-75,місто Хорол,HR,Маркетинг,18.11.2020,17621
Аркадій,Гаврилишина,amaliiakorolenko@outlook.com,SLUKWIEp12,+380 97 113-38-78,хутір Радомишль,Менеджер,IT,23.03.2024,36790
Леопольд,Конопленко,liubovmazur@yahoo.com,4HoKr9Q7jX,+380 73 976-68-67,місто Армянськ,Менеджер,IT,25.09.2022,25756
Спас,Ейбоженко,wbaranyk@i.ua,RutY5gUKAf,+380 98 851-60-16,хутір Бахмут,Розробник,Маркетинг,12.04.2022,24341
Орест,Артюшенко,sofiia11@ukr.net,O2IWSfPmYj,+380 66 504-30-80,місто Борислав,Дизайнер,Розробка,14.07.2023,39501
Федір,Яремчук,sliusaralina@i.ua,uY8adZjRzN,+380 93 193-17-55,селище Іллінці,HR,Маркетинг,07.05.2022,25542
Прохір,Тесленко,levkoshynkarenko@i.ua,O#hmDLypxn,+380 66 144-63-05,хутір Канів,Тестувальник,HR,22.01.2022,40236
Ілля,Бгиденко,piarema@meta.ua,KH9#awspYs,+380 50 772-64-83,селище Південне,Тестувальник,Продажі,26.03.2024,17514
Марʼяна,Комар,xadamenko@meta.ua,PmprP9I30T,+380 73 175-53-80,хутір Золоте,Тестувальник,Продажі,01.09.2022,46352
Вʼячеслав,Авдєєнко,lromanenko@meta.ua,HtjZOaFoUE,+380 93 806-82-54,хутір Сновськ,Дизайнер,Розробка,28.02.2020,33549
Пилип,Івасюк,vadym25@gmail.com,dI5SPTFLci,+380 99 356-86-00,місто Жданівка,HR,HR,14.02.2022,30066
Мирослав,Бабко,iukhym01@outlook.com,i45sJki7ao,+380 50 636-81-26,хутір Соснівка,Розробник,HR,21.12.2020,34286
Пріска,Бабенко,tshtepa@ukr.net,B0MkGeAuf4,+380 97 695-58-51,село Ржищів,Розробник,HR,13.01.2022,33608
Михайло,Ємельяненко,demyd53@yahoo.com,vKlbyLZpIB,+380 73 452-44-94,село Рахів,Менеджер,Маркетинг,03.11.2024,36462
Панас,Рак,halyna47@gmail.com,F08oCiLp9n,+380 97 195-92-32,місто Селидове,Менеджер,Продажі,05.01.2024,16392
Лукʼян,Артим,snizhana23@ukr.net,5bZQWYS&5a,+380 96 136-39-66,селище Южноукраїнськ,HR,Маркетинг,08.07.2024,18945
Данило,Арсенич,shchorsbohuslava@i.ua,ySgi3o3buN,+380 50 866-25-28,село Молочанськ,Дизайнер,Маркетинг,30.05.2022,33263
Богодар,Оніщук,darahanviktor@i.ua,h1GM0CwPgr,+380 66 768-16-27,село Златопіль,Розробник,IT,10.08.2020,27882
Пармен,Малишко,kamilla24@outlook.com,pA6a4I5InF,+380 50 801-38-74,село Макіївка,Дизайнер,Фінанси,01.03.2022,38180
Руслан,Джунь,romanmatiash@mail.ua,5k62NYtHe7,+380 98 923-66-94,місто Самар,HR,Маркетинг,01.07.2024,33434
Мирон,Вернидуб,leontii17@outlook.com,3auOH6q0kY,+380 99 649-29-68,місто Бунге,Дизайнер,IT,18.12.2019,41484
Дмитро,Охримович,schervonenko@i.ua,W1LVRRFNZH,+380 50 539-84-68,хутір Соснівка,HR,Фінанси,26.10.2023,41709
Дарина,Дрозд,ivanilienko@mail.ua,sR&HUC5oWP,+380 73 780-59-61,місто Новодністровськ,Менеджер,Маркетинг,15.01.2020,35752
Онисим,Артюшенко,wtereshchuk@yahoo.com,ZethQBfnlK,+380 66 256-26-32,селище Луцьк,Дизайнер,IT,15.06.2020,45115
Алла,Семенченко,andriigereta@gmail.com,bn4fhRW8yS,+380 93 182-97-33,село Березань,HR,Продажі,13.12.2023,42750
Михайло,Лагода,ielysei53@ukr.net,iL1PrCpdQx,+380 66 286-69-12,селище Дубровиця,HR,Продажі,07.11.2021,48672
Віолетта,Яременко,qdashenko@yahoo.com,FKRzallmGg,+380 96 473-26-08,місто Авдіївка,Аналітик,IT,03.05.2022,44218
Христина,Єрошенко,perepelytsiakostiantyn@gmail.com,fNiPew30ui,+380 99 819-17-08,село Могилів-Подільський,Аналітик,Фінанси,25.11.2023,25949
Алла,Архипенко,edyta66@i.ua,2vBCpHiTX3,+380 66 337-01-90,село Чуднів,Розробник,Розробка,10.07.2020,26888
Віолетта,Лупій,adamkolisnychenko@ukr.net,b9Gz7kFkFf,+380 98 174-54-22,хутір Павлоград,Менеджер,HR,20.03.2021,44170
Маруся,Товстуха,dubynaolha@i.ua,C91YDdg9kv,+380 93 195-59-85,хутір Луганськ,Розробник,Маркетинг,27.11.2022,33528
Богданна,Гоголь-Яновська,drozdliliia@outlook.com,P4FKTOUSi6,+380 99 188-52-45,хутір Новомиргород,Тестувальник,Продажі,29.11.2023,15823
Лариса,Пелех,feofankozak@mail.ua,BdjHQ4a3fH,+380 97 405-51-97,хутір Хрустальний,Тестувальник,Маркетинг,16.02.2022,15918
Теодор,Забарна,sviatoslav99@meta.ua,aakcxf43^O,+380 97 163-21-17,селище Татарбунари,Дизайнер,IT,09.12.2023,28178
Антон,Чміль,okseniia19@yahoo.com,Obh0i7uONF,+380 73 792-04-95,село Сорокине,Тестувальник,IT,02.03.2022,46528
Василь,Хоменко,sofiia68@yahoo.com,e1hby2EHe7,+380 73 796-31-09,селище Олешки,Менеджер,Розробка,23.06.2022,44968
Юстим,Щербак,onysym19@gmail.com,91klpWuBNj,+380 95 965-43-06,село Долинська,Тестувальник,Продажі,20.07.2021,19801
Назар,Ткач,dzhusalina@i.ua,tddoZYNgwr,+380 93 513-42-80,село Бровари,Аналітик,HR,10.09.2021,28684
Ірина,Пилипенко,dankomykhailo@mail.ua,5IqpCPGyFp,+380 98 912-27-51,селище Новомиргород,Тестувальник,IT,19.03.2020,35053
Орхип,Свистун,edytatverdokhlib@i.ua,7CnMdzct0v,+380 67 632-72-28,селище Жидачів,Розробник,Розробка,03.08.2023,19608
Олесь,Демиденко,rzaika@mail.ua,AoAeavX4OZ,+380 50 559-61-48,селище Глухів,HR,Продажі,19.08.2021,35619
Людмила,Цимбал,rozaliiahavrylyshyna@yahoo.com,U2Kh4EZRYm,+380 93 323-69-68,село Молочанськ,Менеджер,IT,24.07.2024,30688
Надія,Кабаненко,serhii11@mail.ua,y8CsgEzd4i,+380 67 684-08-81,селище Вараш,Аналітик,IT,19.05.2020,41016
Володимир,Бабиченко,pchernenko@ukr.net,TX84ripi&o,+380 96 928-87-78,селище Буча,Розробник,IT,15.06.2020,21093
Ірина,Гаврилюк,ieva34@yahoo.com,pQfKRBlHNs,+380 67 815-19-78,село Ладижин,Тестувальник,Продажі,28.06.2024,39291
Богодар,Романенко,dannashelest@outlook.com,JHwhniAeWZ,+380 73 534-41-04,селище Рівне,Менеджер,Розробка,20.11.2024,42007
Алевтин,Устенко,kyrylo55@yahoo.com,JhSil7oGQA,+380 73 388-16-57,хутір Синельникове,Розробник,Маркетинг,07.12.2021,45851
Орися,Ґерус,miroshnychenkooksana@outlook.com,12nPvJ9kMo,+380 50 784-68-52,селище Хорол,Дизайнер,Продажі,21.04.2021,16435
Опанас,Комар,albina36@yahoo.com,2vKWwCM979,+380 50 811-81-32,місто Залізне,Розробник,IT,11.02.2024,49955
Галина,Давимука,davyd35@meta.ua,YOGO1bbkO2,+380 67 989-06-22,селище Валки,HR,Розробка,12.05.2021,46430
Богуслав,Верменич,anastasiiahuk@mail.ua,XcCHdgjd4N,+380 96 938-62-38,село Винники,Менеджер,Розробка,29.11.2022,45107
Галина,Вдовенко,orest51@ukr.net,VIcwRMfw0e,+380 97 632-41-08,хутір Остер,HR,Розробка,28.12.2019,19232
Едита,Дейсун,mlytvynenko@mail.ua,7vqb8oLo!5,+380 93 892-78-63,місто Жашків,Аналітик,Маркетинг,30.11.2022,35507
Леопольд,Давимука,malykruslan@i.ua,40uTBA2gh%,+380 97 543-42-26,селище Жовква,Аналітик,Маркетинг,13.07.2020,16008
Лесь,Юрченко,onysym19@gmail.com,SZ4au2no41,+380 66 149-63-63,місто Верхньодніпровськ,Розробник,Фінанси,10.11.2021,42247
Ольга,Данькевич,hdzhus@ukr.net,MrOSP7mPH2,+380 98 170-92-30,хутір Волноваха,HR,Фінанси,30.06.2021,41837
Роман,Лисенко,vasylyna24@mail.ua,vAmAp9vGTq,+380 99 620-88-41,селище Алупка,Аналітик,HR,05.09.2021,34339
Богодар,Ґжицька,dmytro11@gmail.com,*h43JX39pv,+380 67 694-05-96,хутір Українка,Тестувальник,Розробка,04.05.2023,49515
Нестор,Атрощенко,heorhii52@ukr.net,NHYT62z2ft,+380 97 900-52-48,селище Ялта,Менеджер,Розробка,29.03.2023,21100
Ярослава,Заїка,havryshavrelii@gmail.com,SwBgiJyK61,+380 73 700-76-15,хутір Куп'янськ,Тестувальник,Фінанси,25.02.2023,39138
Богдан,Арсенич,ychaban@meta.ua,zlDFkH65oa,+380 99 434-86-91,хутір Чорноморськ,Дизайнер,IT,22.09.2023,49725
Веніямин,Гаєвський,azar24@outlook.com,HNQDrHgVM%,+380 99 207-50-49,місто Дубляни,Менеджер,Розробка,10.09.2023,43076
Надія,Атрощенко,ndemianchuk@mail.ua,YrJnH0cSzt,+380 99 923-97-64,село Щолкіне,Розробник,Фінанси,16.02.2021,34083
Сніжана,Зубко,alinaartymyshyna@i.ua,GnAfkD8jrh,+380 67 826-01-81,місто Карлівка,HR,Фінанси,29.10.2024,20982
Аніта,Єременко,fediraleksandrenko@outlook.com,F2Vw5YFTUm,+380 67 965-64-83,хутір Васильків,Менеджер,Фінанси,16.11.2021,28205
Валентина,Дахно,zpetryk@outlook.com,DU5ca5Sljn,+380 99 894-61-91,хутір Красноперекопськ,HR,HR,17.06.2024,21108
Василь,Батюк,fkolisnychenko@gmail.com,dx!qFl3HT!,+380 99 478-73-81,місто Буча,HR,Розробка,30.01.2020,43334
Олекса,Бараник,marusiadurdynets@ukr.net,fZd6IdLiWS,+380 67 362-53-67,хутір Дергачі,Розробник,HR,16.08.2022,28506
Еріка,Сацюк,ostaphohol-ianovska@meta.ua,)mE3VScm6I,+380 67 755-98-42,хутір Нове Давидково,Розробник,HR,04.10.2022,25909
Ярослава,Вдовенко,ksmyk@i.ua,7UAxWaTTPJ,+380 50 185-36-42,місто Арциз,Тестувальник,Фінанси,05.01.2022,21683
Дарина,Євтушок,orysiakaras@ukr.net,mcaOqzJdRf,+380 67 503-91-13,селище Виноградів,Дизайнер,IT,20.07.2022,33132
Тарас,Євдокименко,rchervonenko@outlook.com,qggosfrJLU,+380 96 699-57-76,селище Винники,Розробник,Фінанси,03.10.2022,32461
Ілля,Яремків,ggerus@yahoo.com,M4hj1ebNLL,+380 95 807-16-69,селище Глухів,HR,Розробка,15.07.2021,20217
Лілія,Щорс,onysymkarpenko@outlook.com,RtNlF3HckC,+380 98 458-73-01,селище Бориспіль,HR,Фінанси,24.05.2021,49502
Костянтин,Канівець,tlesyk@ukr.net,TpgdCGmvch,+380 96 932-39-05,село Каховка,Аналітик,HR,30.09.2023,49496
Марія,Засуха,iereskovalerii@meta.ua,tJop93To4u,+380 97 181-07-36,хутір Теплодар,Аналітик,Фінанси,04.12.2020,23331
